3/16/2024 12:29:41 PM Start analysis...
3/16/2024 12:29:41 PM Loading Dataset...
3/16/2024 12:29:42 PM Done!
3/16/2024 12:29:42 PM Loading smell list...
3/16/2024 12:29:42 PM Starting smell search...
3/16/2024 12:29:42 PM Searching Static Coupling Smells...
3/16/2024 12:29:42 PM Analyzing: Amplitude
3/16/2024 12:29:42 PM Analyzing: MiniJSON
3/16/2024 12:29:42 PM Analyzing: Resource
3/16/2024 12:29:42 PM Analyzing: Effects
3/16/2024 12:29:42 PM Analyzing: ResearchManager
3/16/2024 12:29:42 PM Analyzing: Controller
3/16/2024 12:29:42 PM Analyzing: Attack
3/16/2024 12:29:42 PM Analyzing: Prefs
3/16/2024 12:29:42 PM Analyzing: Gameplay
3/16/2024 12:29:42 PM Analyzing: AutoDestroyParticle
3/16/2024 12:29:42 PM Analyzing: Utils
3/16/2024 12:29:42 PM Analyzing: changelog
3/16/2024 12:29:42 PM Analyzing: AttachMainCamera
3/16/2024 12:29:42 PM Analyzing: WireframeCamera
3/16/2024 12:29:42 PM Analyzing: QuitGame
3/16/2024 12:29:42 PM Analyzing: BuildBuilding
3/16/2024 12:29:42 PM Analyzing: CameraControl
3/16/2024 12:29:42 PM Analyzing: CameraZoomSlider
3/16/2024 12:29:42 PM Analyzing: Gui
3/16/2024 12:29:42 PM Analyzing: CancelTrainUnit
3/16/2024 12:29:42 PM Analyzing: RestartGame
3/16/2024 12:29:42 PM Analyzing: Train
3/16/2024 12:29:42 PM Analyzing: Ai
3/16/2024 12:29:42 PM Analyzing: Human
3/16/2024 12:29:42 PM Analyzing: Player
3/16/2024 12:29:42 PM Analyzing: AiRush
3/16/2024 12:29:42 PM Analyzing: Playable
3/16/2024 12:29:42 PM Analyzing: StrategyObject
3/16/2024 12:29:42 PM Analyzing: Research
3/16/2024 12:29:42 PM Analyzing: AlternativePath
3/16/2024 12:29:42 PM Analyzing: StartEndModifier
3/16/2024 12:29:42 PM Analyzing: SimpleSmoothModifier
3/16/2024 12:29:42 PM Analyzing: Modifiers
3/16/2024 12:29:42 PM Analyzing: RaycastModifier
3/16/2024 12:29:42 PM Analyzing: FunnelModifier
3/16/2024 12:29:42 PM Analyzing: AstarData
3/16/2024 12:29:42 PM Analyzing: AstarPath
3/16/2024 12:29:42 PM Analyzing: GraphUpdateScene
3/16/2024 12:29:42 PM Analyzing: AstarMath
3/16/2024 12:29:42 PM Analyzing: PathHandler
3/16/2024 12:29:42 PM Analyzing: Path
3/16/2024 12:29:42 PM Analyzing: GraphUpdateShape
3/16/2024 12:29:42 PM Analyzing: astarclasses
3/16/2024 12:29:42 PM Analyzing: RelevantGraphSurface
3/16/2024 12:29:42 PM Analyzing: ABPath
3/16/2024 12:29:42 PM Analyzing: AstarParallel
3/16/2024 12:29:42 PM Analyzing: AstarProfiler
3/16/2024 12:29:42 PM Analyzing: DotNetReplacements
3/16/2024 12:29:42 PM Analyzing: GraphUpdateUtilities
3/16/2024 12:29:42 PM Analyzing: LockFreeStack
3/16/2024 12:29:42 PM Analyzing: ProfileHelper
3/16/2024 12:29:42 PM Analyzing: AstarMemory
3/16/2024 12:29:42 PM Analyzing: PathUtilities
3/16/2024 12:29:42 PM Analyzing: AstarChecksum
3/16/2024 12:29:42 PM Analyzing: UnityReferenceHelper
3/16/2024 12:29:42 PM Analyzing: GridGenerator
3/16/2024 12:29:42 PM Analyzing: NavMeshGenerator
3/16/2024 12:29:42 PM Analyzing: PointGenerator
3/16/2024 12:29:42 PM Analyzing: Base
3/16/2024 12:29:42 PM Analyzing: QuadtreeGraph
3/16/2024 12:29:42 PM Analyzing: AstarUpdateWindow
3/16/2024 12:29:42 PM Analyzing: AstarPathEditor
3/16/2024 12:29:42 PM Analyzing: EditorGUIx
3/16/2024 12:29:42 PM Analyzing: SeekerEditor
3/16/2024 12:29:42 PM Analyzing: GraphUpdateSceneEditor
